currency,regime,month,fx_logret,infl_diff,rate_diff
HKD,anchored,105,0.0024746062527671725,0.0029487240218153393,-0.00033224069259821346
HKD,anchored,106,-0.0014887152671673204,-5.8730539267016155e-05,-0.0025323878360233682
HKD,anchored,107,0.001418603956576067,-1.6227980564719298e-06,0.0030610847159866323
HKD,anchored,108,-0.00017420330667545136,0.0008445862221445545,1.0306258405562284e-05
HKD,anchored,109,0.0007129542184930381,0.0017451894702856837,-0.0017384364463164774
HKD,anchored,110,0.00047346658728766167,0.0008349802993837171,-0.00010793450034839611
HKD,anchored,111,0.0012295583205527553,0.0007103155684245136,0.0009212905311673216
HKD,anchored,112,0.0014992808420500221,0.0024542879072490206,-0.0003203613491896233
HKD,anchored,113,0.0016281873523084698,0.0016405187317239602,-8.049476602241536e-06
HKD,anchored,114,0.004053638677588211,0.004653309778992347,0.00035223830004094364
HKD,anchored,115,-0.0010564609771231937,-0.0005077086106396642,-0.0009639319144819615
HKD,anchored,116,-0.007879973481995999,-0.0076762257994328386,-0.002276451847996742
HKD,anchored,117,-9.465553412605645e-05,0.0010054139765843758,-0.002393065891476442
HKD,anchored,118,0.0022830173295569326,0.00248850903788853,0.0012338968146453511
HKD,anchored,119,0.0019859761422303898,0.002096609156572098,0.000402611648284273
HKD,anchored,120,-0.0006936945611405736,-0.000728710155247984,0.0006925696480640059
HKD,anchored,121,-0.0030618735510752984,-0.002457373874627484,-0.001224396596486296
HKD,anchored,122,0.0016576886428633923,0.001583342962878314,0.0009210935846875824
HKD,anchored,123,0.000978934581264356,0.0025616905521418376,-0.0017645580784212999
HKD,anchored,124,0.0008657258939193187,0.0011542234089132412,-0.0007060927108141857
HKD,anchored,125,-0.00022604894050851017,0.0015627556689641223,-0.003091202051344981
HKD,anchored,126,0.0005955837314467775,0.0020652581715290426,-0.001736955172623915
HKD,anchored,127,-0.0008331448274208271,-0.000717591601049976,-0.0003627797209349858
HKD,anchored,128,-0.002743395438642736,-0.0030773379462700127,-0.00020845426053329617
HKD,anchored,129,-0.0008846114374284559,-0.002007431882567052,0.0004948129651161954
HKD,anchored,130,-0.00028991258966030157,-0.00036955049819161113,-0.0006087191333893875
HKD,anchored,131,-0.000975022025087067,-0.001622948087655139,-0.00051616863869063
HKD,anchored,132,-0.0004755105737797577,-0.0009975339590117857,0.0007223497214576876
HKD,anchored,133,-0.00045132745388404825,-0.0002040769884329694,-0.0004957120476244264
HKD,anchored,134,0.005127904984381917,0.004409081868765029,0.002322276105995385
HKD,anchored,135,-0.001688639019095362,-0.0028365635271052235,0.00045257762862151385
HKD,anchored,136,-4.9310007249643296e-05,0.0005719205618371595,-0.0007092126578040282
HKD,anchored,137,-0.003922848035525994,-0.0030363796603931716,-0.00286864364382463
HKD,anchored,138,0.000757378350100373,0.001427782574506635,0.0005943824129672319
HKD,anchored,139,-0.0010579258143358346,-0.0001956886883232637,-0.0026920721700942523
HKD,anchored,140,-8.72739104865201e-06,0.0004623751456755072,-0.0008426016619075423
HKD,anchored,141,-0.0028157798271671473,-0.0027926199155902222,-0.0011682108351603474
HKD,anchored,142,-0.0017992071033234313,-0.002243860583582148,0.00011210044217942228
HKD,anchored,143,0.0013221253771184788,0.0021479638688673432,0.00025835382490649376
HKD,anchored,144,0.0012343845618704736,0.0009649566907636223,-0.00012913749226151034
HKD,anchored,145,-0.0021734864106630527,-0.0026848997145731096,0.0010738110185730353
HKD,anchored,146,0.003287530432632076,0.0030685399614591544,0.0005100240124415894
HKD,anchored,147,9.86818289293712e-05,-0.00019434624592460037,-0.0008577222953809716
HKD,anchored,148,0.001587361946073776,0.00202085651261152,0.0007202424757949168
HKD,anchored,149,0.0015420433642977511,0.0011272296391022223,0.0019225052540993144
HKD,anchored,150,0.0035392732401522626,0.004917139780946745,-0.0006342935926434931
HKD,anchored,151,0.004386033114924234,0.004809040852136538,-0.00030728402304976035
HKD,anchored,152,0.002760365678424235,0.004700738045099549,-0.0011176970430548802
HKD,anchored,153,0.0017754821163784662,-0.0010254347223857658,0.004624025756320988
HKD,anchored,154,0.0032140261491850784,0.003975334499969142,0.00028088502143041694
HKD,anchored,155,-0.0009685802096394055,-0.001326090260018972,0.0002671499917201365
HKD,anchored,156,0.0035375798049477624,0.0011435044239212196,0.004775931576559054
HKD,anchored,157,0.0024994164209832847,0.0012861184085047142,0.00233855408844537
HKD,anchored,158,0.002533832621694547,0.0033090815468673446,-0.0007331228612944715
HKD,anchored,159,-0.002203771338324669,-0.002024083916105723,-0.0023453267745306627
HKD,anchored,160,-0.0024511182946210753,-0.0017190109476466309,-0.002007730182115056
HKD,anchored,161,0.0007689635775317565,0.00015832921653109562,0.0008599675104943997
HKD,anchored,162,0.004052396161315542,0.005043221626655661,0.0006066252255561858
HKD,anchored,163,0.00564194032628321,0.00697813499325543,0.0006515704429691246
HKD,anchored,164,-6.765666992150266e-05,-9.43335299141619e-05,4.739054638088451e-05
HKD,anchored,165,-0.002430672644693301,-0.00309539160588472,0.0005614699023244737
HKD,anchored,166,-0.0025642734091347666,-0.003468583510990926,0.0010500799884184868
HKD,anchored,167,-0.0007930327835692964,-0.0014289026685246938,-0.00042194810179249523
HKD,anchored,168,-0.0006955474741291105,-0.0012794930235589645,0.0004071751497604367
HKD,anchored,169,-0.003971161072248496,-0.0036080368125931015,-0.0019774852821593516
HKD,anchored,170,0.003433814751470198,0.0038482253717523314,0.0015230407181146184
HKD,anchored,171,0.0012987396518638313,0.0018290734474751074,-0.000468020845033291
HKD,anchored,172,0.0023677117769282554,0.0028895822680338992,0.0007959628084254162
HKD,anchored,173,0.003119694270170162,0.0038436663850959533,0.0003331989945171527
HKD,anchored,174,-0.0032571756813262404,-0.0026921684625312325,-0.002481638008985856
HKD,anchored,175,-0.005198660218965579,-0.004321078458339832,-0.004770909997364533
HKD,anchored,176,0.0009757551168536896,0.00013192818074492406,0.0015425655821472775
HKD,anchored,177,-0.002630184405769318,-0.001923936445250216,-0.0020124773428642625
HKD,anchored,178,0.00036850604757181264,0.001428643903366147,-0.0006175139482622732
HKD,anchored,179,-0.0013560424472840763,0.00034388881611072483,-0.0020366691903430695
HKD,anchored,180,0.004215050106880684,0.005188938218604245,0.0006869674360780889
HKD,anchored,181,-0.00044035511520147186,0.0003289951292860961,-0.0002643777010005426
HKD,anchored,182,0.0014305286940207189,0.0002248309621547218,0.002008276890464398
HKD,anchored,183,0.0004891055316976885,0.001228756784108275,-0.001205667090275108
HKD,anchored,184,0.003534904725414406,0.0036345415567082743,0.00122564464788347
HKD,anchored,185,-0.0011408386208821932,-0.0003854801646409259,-0.0021905932798695293
HKD,anchored,186,-0.0013468314878002574,-0.0013031227104215127,-0.0002388529103956831
HKD,anchored,187,0.0051014123681326065,0.00501621654142144,0.0023526091940008656
HKD,anchored,188,-0.0016397777814516872,-0.0007669815366821109,-0.0022663726540607704
HKD,anchored,189,0.0018748140262110499,0.002116588462557522,0.0008987643462610268
HKD,anchored,190,-0.000417978264655613,-0.002441985459312486,0.0016303353687199729
HKD,anchored,191,0.002473765614170051,0.0033348926807948145,-0.00025718566344515114
HKD,anchored,192,-0.004072655343116613,-0.005118863878243712,0.0006259980589259983
HKD,anchored,193,-6.711714243989892e-05,-9.243556266953144e-05,0.0003232106263184178
HKD,anchored,194,0.0006171803051518307,-0.0012864325512971814,0.0021147607544127027
HKD,anchored,195,-0.0007510050287615453,2.9052017429697817e-05,-0.0015828096095943645
HKD,anchored,196,-0.0029902007457841707,-0.004371111455126966,0.0008423661143838464
HKD,anchored,197,-0.004312951320356864,-0.004264169050304785,-0.0016583799082052777
HKD,anchored,198,0.006660075008648686,0.008979536788211746,-0.0008739451653939703
HKD,anchored,199,-0.0004372961084583756,-0.0014979785444620827,0.0009978068268387617
HKD,anchored,200,0.0019690750786989925,0.003106889844513739,-0.0019395417460897593
HKD,anchored,201,0.0016092385173958725,0.0008085956771571526,0.0008540236856174467
HKD,anchored,202,-0.001401197366361867,-8.097459477084396e-05,-0.0024260693560433314
HKD,anchored,203,0.0007132139066999741,-0.0001930830344277059,0.002620699492739697
HKD,anchored,204,0.001160289991105284,0.00033455967542985886,0.0015918297737772009
HKD,anchored,205,-0.002076581596085976,-0.0010727866952003411,-0.002363905962517103
HKD,anchored,206,0.00029061118107113104,0.000505354254252931,8.298271610267363e-05
HKD,anchored,207,-0.0002466873780721372,0.0005407319654538142,-0.0008690188743801274
HKD,anchored,208,0.0033999149343501476,0.00410043878584889,-4.507231562390375e-05
HKD,anchored,209,0.0019662297017843484,0.00161052186068414,0.0005624402746809787
HKD,anchored,210,-0.0016199040395373761,-0.0009204729679693497,-0.0025492919076782116
HKD,anchored,211,-3.236167962484887e-05,0.0008411009122754883,-4.26231521647312e-05
HKD,anchored,212,8.138156299860154e-05,-0.0007415307787237145,0.001716163714474779
HKD,anchored,213,-0.00664228057491467,-0.007361753921375206,-0.0012918951922553333
HKD,anchored,214,0.002984093447716806,0.0006163539641846518,0.00464797010734506
HKD,anchored,215,0.00022011910997106758,-0.0006576714763802065,0.002213433090397498
HKD,anchored,216,0.001147679974133312,0.003434411601147983,-0.0035606601668193207
HKD,anchored,217,0.003510890190656367,0.003193090023498584,0.0015641332119501444
HKD,anchored,218,0.0003160760016844245,0.00084463172251701,-0.0009743263407089974
HKD,anchored,219,0.002088551577926932,0.002451115491526273,0.00023537163858655718
HKD,anchored,220,-0.003448995014823295,-0.00310718609286909,-0.0023551052790471987
HKD,anchored,221,0.0010821807649972572,-0.00015411885927624796,0.0020450356397393307
HKD,anchored,222,0.001845396327057994,0.0023136087104980324,0.00015695894092347112
HKD,anchored,223,0.0018145568630260022,0.0011623615621838574,0.0006846796328009278
HKD,anchored,224,-0.0023465093770466718,-0.002541568623264665,-3.7213348771386837e-05
HKD,anchored,225,0.003739111326106704,0.004612379748564199,0.0006929086568887002
HKD,anchored,226,-0.0009438608507985434,-0.001644466340488063,0.0008350172561049749
HKD,anchored,227,-0.0010515799753684151,-0.0016511902505113403,0.0010478950933322307
HKD,anchored,228,0.0024062633641358097,0.0035049046028364996,-0.0017485852629834093
HKD,anchored,229,0.0007168064160361663,0.0005523704846034116,0.00021784331740180114
HKD,anchored,230,0.0005568758549802345,0.0012321722810037016,-0.001494586891666029
HKD,anchored,231,0.002184405471840741,0.002031061786381165,0.00044673570564186517
HKD,anchored,232,0.003907297174686736,0.003400928904773318,0.0013598355186812644
HKD,anchored,233,-0.00022766951719287805,0.00026426828336266884,-0.00015089224424854217
HKD,anchored,234,-0.001774295677932735,-0.003460223539184594,0.0017425034194073225
HKD,anchored,235,0.002995996457483745,0.00244470032164141,0.0019174140280011085
HKD,anchored,236,0.0007448017784220144,0.0013148255366345113,-0.0009550366752980277
HKD,anchored,237,-0.003317739298325161,-0.002933810547951753,-0.001282568686143555
HKD,anchored,238,0.0009180573164884311,0.0005135587133330259,0.0006336403432454871
HKD,anchored,239,-0.00018988413771119832,0.0002407064441993995,0.00017837173492692886
HKD,anchored,240,0.00023870856699985358,-0.00044133819847401494,0.0014788709997175672
HKD,anchored,241,0.002649022629100652,0.003866270983336969,-0.001557805539158437
HKD,anchored,242,-0.0021230776100524466,-0.0010072103849562111,-0.0026007482477386416
HKD,anchored,243,0.0007758889841497493,-0.0007998257341122744,0.0016700128447665417
HKD,anchored,244,-0.00025373536667506504,0.0001414671607712707,-0.002374090348420531
HKD,anchored,245,-0.004637184663730218,-0.0025458756221758087,-0.002820408662819915
HKD,anchored,246,0.001056960987136133,0.002055324107430004,-0.0009532321408645695
HKD,anchored,247,0.0017211758698918583,0.0032569483676973044,-0.001357140863152651
HKD,anchored,248,0.0036517141789273403,0.003327943774842211,0.0016504723255872965
HKD,anchored,249,-0.0030325570434178474,-0.004537347475477183,0.0010358674739752527
HKD,anchored,250,-0.004989932567463214,-0.004590615204968873,-0.00230935067768383
HKD,anchored,251,-0.0015006573950214768,-0.00018006588229112008,-0.0016420012323804898
HKD,anchored,252,-0.0038964125274847305,-0.00404413484941321,-0.0006705641495634026
HKD,anchored,253,-0.0023931075701071757,-0.0029947256851101745,0.0006964314833975765
HKD,anchored,254,-0.00019116817618577715,1.3019898710088866e-07,-0.0013363919894063
HKD,anchored,255,-0.00032092746467182184,-0.0010325116710314269,0.0017669799716721493
HKD,anchored,256,-0.0018250233342764642,-0.00253318033901298,0.0008179718708240731
HKD,anchored,257,-0.0006171087863050622,0.00015659982235090904,-0.0015794801659354853
HKD,anchored,258,-0.00401482826470063,-0.003384135566141433,-0.001653732377976862
HKD,anchored,259,-0.0021563852730348263,-0.0028741495561015067,0.0007752492845905925
HKD,anchored,260,0.0004994544678281522,-0.0003676104520629076,0.0003156974398821095
HKD,anchored,261,0.0022967170737211236,0.0006625770369503032,0.002778095469567187
HKD,anchored,262,0.0008022134860298034,0.0014645759867212814,-0.0013710937736394983
HKD,anchored,263,-0.0038537642281345616,-0.006742100547456083,0.0028436770862827394
HKD,anchored,264,5.001461124462813e-05,-0.002202546574096393,0.0029532743759592374
HKD,anchored,265,0.005363123051865144,0.003997338644115075,0.004353100481850285
HKD,anchored,266,0.0009192246647269807,0.0009778286679795664,-0.00018748930423125425
HKD,anchored,267,0.001663434614279804,0.00134938385034557,0.0015976104706167471
HKD,anchored,268,-0.004702506327120713,-0.005319664170801588,-0.0011387247761060588
HKD,anchored,269,0.00046667215312922204,0.001618817693589892,-0.0022409133632183115
HKD,anchored,270,0.0013642984604896055,0.0016189435691590186,-0.0010929690104209732
HKD,anchored,271,-0.000560573932376596,-0.0014661069192905573,0.0009039508100610565
HKD,anchored,272,0.003753056586079615,0.005004709555135575,-0.0005321137548614206
HKD,anchored,273,0.0025850166663559473,0.0019292750367677456,0.0020905763612015507
HKD,anchored,274,0.001989056057391798,0.0020560945874764673,0.0010306280551958045
HKD,anchored,275,0.003889237148419848,0.004534156574133505,0.0007248211119981145
HKD,anchored,276,-0.000270101998350356,-0.0006874019714972267,0.0011919337347190539
HKD,anchored,277,0.00013778343339917263,-0.0002677175062929331,0.00033176199992564177
HKD,anchored,278,-0.0004823416007859534,0.0003241154924231166,-0.0011783710407484607
HKD,anchored,279,0.00043722995922011797,0.0005101835972714814,-0.001097327502138795
HKD,anchored,280,0.002563988138589618,0.0023257293716473938,0.001403930087834288
HKD,anchored,281,-0.0027968020680126343,-0.003025199571269807,-0.001284151390605202
HKD,anchored,282,-0.0009981636982293513,0.0003151498333853325,-0.003613827026640176
HKD,anchored,283,-0.001986940968409811,-0.0006710572247828154,-0.0016408140568860282
HKD,anchored,284,0.004703427366004998,0.004504825815454715,0.0018302064230058049
HKD,anchored,285,-0.005839094453621786,-0.004820758845383847,-0.0031272849956121467
HKD,anchored,286,0.0019866287617865738,0.0026287695565593524,-0.0009134081722517517
HKD,anchored,287,0.0010018558178456999,-9.603695122107092e-05,0.0015445665268621796
HKD,anchored,288,-0.003575732848148935,-0.0035677519374726144,-0.0007450446080712031
HKD,anchored,289,-0.0003909075371613294,-0.001941614977159268,0.0014116072627462653
HKD,anchored,290,0.004383342185127346,0.006479206392428217,-0.0006908506664298816
HKD,anchored,291,0.0030469986802379913,0.0033007579794550952,0.00014704222322111814
HKD,anchored,292,0.0014327839243904324,5.2492948569457104e-05,0.0029804352340021723
HKD,anchored,293,-0.00027961825349323094,-0.0010225526858737518,0.0008176953224133749
HKD,anchored,294,-0.002313657078882344,-0.002981286057743407,-0.00013526483002193151
HKD,anchored,295,0.00019998741364168988,2.432356266465411e-05,0.00033875114419641434
HKD,anchored,296,-0.0011581748862906334,0.00044129137623424126,-0.0018991443512102206
HKD,anchored,297,-0.0033234216778081837,-0.0029522446564345483,-0.0018112194263290153
HKD,anchored,298,0.00040482089793893476,0.0005280042856417499,-0.00044986215095496466
HKD,anchored,299,0.0001657867662816482,0.0004803693976922008,-0.00013408928773221506
DKK,anchored,0,0.004658778008758179,-0.0032535702385530652,-0.0015358570178618074
DKK,anchored,1,0.0018386861059402392,-0.0008561627744288807,0.0003876312636326811
DKK,anchored,2,0.003857446171222319,0.0010431838369332831,0.0020233226859316723
DKK,anchored,3,-0.0063079509966519525,-0.0018167045251921456,-0.0007219685489916935
DKK,anchored,4,0.0005949974001963924,-0.0036746730211292137,0.00046478952144316936
DKK,anchored,5,0.00012399467940433107,0.004790763079635446,0.001389565306157125
DKK,anchored,6,0.007007403165173661,-0.00021888502825624754,0.0022171760266103914
DKK,anchored,7,-0.003683522919224374,-0.0010713810241292597,4.258830377448725e-05
DKK,anchored,8,-0.0015919305791275316,-0.00035487136259423636,-0.0025566690447460317
DKK,anchored,9,0.012793701432935964,0.0020479252670541274,0.0021252425142992432
DKK,anchored,10,0.00042682338516271986,0.0008323976626341574,0.0014275792067631424
DKK,anchored,11,-0.0030644511328236593,-0.0028917439301358763,-1.7646600007478384e-05
DKK,anchored,12,-0.0034164817740480243,-0.002879792003405808,0.0005350251867073137
DKK,anchored,13,-0.0010212140355291132,0.0015461071402623578,-0.00033887126264865985
DKK,anchored,14,-0.00016995878058597997,0.00460840911541751,0.0009136907453449488
DKK,anchored,15,-0.0013142752100224627,-7.872970765392726e-05,0.0019474459209439137
DKK,anchored,16,0.004677219267554731,-0.002212516172417087,-0.00034067177825215236
DKK,anchored,17,-0.0020832996589708157,0.0019207324403920836,-0.00028825556774428253
DKK,anchored,18,-0.010246966618352645,-0.0030933767685328473,-0.0006665187700067791
DKK,anchored,19,-0.007290970859111682,-0.000587201803877114,-0.0008889726665784494
DKK,anchored,20,-0.0009962660036158565,0.0008738254164895185,-0.002638118854038698
DKK,anchored,21,-0.004341450893227972,-0.0029525664451864092,-0.0017589641192196136
DKK,anchored,22,0.003601663779682734,0.0033905652937097556,0.0015478652467763587
DKK,anchored,23,-0.0006628658952333847,-0.0012343905004688059,-0.0043780055458637985
DKK,anchored,24,-0.0006384314267211789,0.001791273365728419,0.00204975702675871
DKK,anchored,25,-0.003783941557718933,-0.0030978571910573335,-0.00140448458645502
DKK,anchored,26,0.0010961787004626277,0.005120286430204118,-0.003715690960833931
DKK,anchored,27,0.003986599194136875,-0.0004936764985526903,0.002481593490720013
DKK,anchored,28,-0.002261515734706164,-0.0018102897673253364,0.0016895027582867102
DKK,anchored,29,0.012090863234954704,0.007721222096585716,0.0011663631243076491
DKK,anchored,30,-0.007149933457018323,-0.001526512936348712,0.00031139842112994163
DKK,anchored,31,0.00558750107630103,-0.0009325408683156506,0.0007707007132279349
DKK,anchored,32,0.009600566395657173,0.0016775643565067546,0.0004951619240834192
DKK,anchored,33,-0.009486117352413802,-0.004273831609018208,4.5374730326404105e-05
DKK,anchored,34,0.0046673921505201756,-0.0029504114307992092,0.001158350012108558
DKK,anchored,35,0.005711198448710619,0.000981347697880739,-1.5198333261081684e-05
DKK,anchored,36,-0.0006602452049827121,-0.00189372538268046,0.0004033342078018886
DKK,anchored,37,0.003987361098480049,0.0009735736337933803,0.001610666422108815
DKK,anchored,38,-0.0018424595253421845,-0.0006868696448474081,0.0012333273272760114
DKK,anchored,39,-0.0009324029083557311,-0.000644025940498438,0.0007333940464903715
DKK,anchored,40,-0.0012917725982704476,-0.00014037810545521566,0.0010185693193616703
DKK,anchored,41,0.0020596415955459312,-0.0024797142236029886,-0.000763146420509653
